name	len	score	pvalue
TRINITY_DN7501_c0_g3_i1 len=1489 path=[0:0-1488]	1489	0.47214263677597046	0.07668630561220637
TRINITY_DN7501_c0_g4_i2 len=677 path=[0:0-676]	677	0.9744549989700317	0.013593858774388982
TRINITY_DN12785_c0_g1_i2 len=1129 path=[0:0-128 3:129-210 4:211-1128]	1129	0.7559964060783386	0.028948561069567186
TRINITY_DN12785_c0_g1_i3 len=948 path=[1:0-29 4:30-947]	948	0.8306930065155029	0.0428418220474515
TRINITY_DN12785_c0_g1_i1 len=1051 path=[2:0-50 3:51-132 4:133-1050]	1051	0.6771242022514343	0.03506684794924088
TRINITY_DN12742_c0_g1_i1 len=669 path=[0:0-668]	669	0.925108790397644	0.025165101883384448
TRINITY_DN6439_c0_g1_i12 len=262 path=[1:0-44 2:45-45 3:46-46 5:47-138 6:139-148 7:149-203 13:204-261]	262	0.6848229169845581	0.09276359500456076
TRINITY_DN6444_c0_g2_i8 len=340 path=[3:0-19 4:20-98 5:99-158 6:159-199 8:200-283 9:284-284 10:285-339]	340	0.3904205858707428	0.2108659872841232
TRINITY_DN62_c0_g1_i34 len=384 path=[0:0-67 26:68-73 27:74-218 28:219-314 29:315-315 31:316-316 32:317-383]	384	0.5681552886962891	0.10318122379041349
TRINITY_DN0_c6_g1_i1 len=211 path=[0:0-210]	211	0.5020899772644043	0.20150392450535468
TRINITY_DN67_c0_g1_i10 len=323 path=[0:0-61 2:62-65 8:66-107 9:108-322]	323	0.4069998264312744	0.20103034675564774
TRINITY_DN36742_c0_g1_i1 len=294 path=[0:0-293]	294	0.4883578419685364	0.21442607628292473
TRINITY_DN13370_c0_g1_i1 len=226 path=[0:0-225]	226	0.9327524900436401	0.013842749518586502
TRINITY_DN13349_c0_g1_i1 len=293 path=[0:0-292]	293	0.3558103144168854	0.3351595139694373
TRINITY_DN5618_c0_g1_i1 len=311 path=[0:0-310]	311	0.2921772599220276	0.2707196645172927
TRINITY_DN15209_c0_g1_i6 len=377 path=[0:0-316 2:317-317 6:318-376]	377	0.06856585294008255	0.4955246426477882
TRINITY_DN42154_c0_g1_i1 len=474 path=[0:0-473]	474	0.6512870788574219	0.07696600081165171
TRINITY_DN9357_c0_g3_i1 len=825 path=[0:0-824]	825	0.8449729681015015	0.04019831041035579
TRINITY_DN4552_c0_g2_i4 len=453 path=[0:0-54 2:55-57 3:58-153 4:154-228 5:229-385 8:386-452]	453	0.22104451060295105	0.3211266176669523
TRINITY_DN4552_c0_g2_i1 len=354 path=[0:0-54 4:55-129 5:130-286 8:287-353]	354	0.07533340156078339	0.4834569599134238
TRINITY_DN4456_c0_g1_i11 len=1307 path=[0:0-71 2:72-73 4:74-74 6:75-78 15:79-1244 16:1245-1245 18:1246-1306]	1307	0.9948988556861877	0.006118286879673691
TRINITY_DN4456_c0_g1_i10 len=4514 path=[1:0-326 2:327-328 4:329-329 5:330-901 6:902-905 7:906-933 8:934-939 9:940-1004 10:1005-1147 13:1148-1150 14:1151-2377 15:2378-3543 17:3544-4513]	4514	0.8103847503662109	0.024416496714253343
TRINITY_DN8604_c0_g1_i6 len=884 path=[2:0-155 4:156-419 7:420-443 8:444-614 10:615-883]	884	0.8147915601730347	0.04595570942068524
TRINITY_DN22960_c0_g1_i2 len=380 path=[0:0-379]	380	0.5996965765953064	0.09214501510574018
TRINITY_DN23014_c0_g1_i2 len=458 path=[0:0-60 1:61-135 2:136-396 4:397-457]	458	0.8120673894882202	0.04069531496595572
TRINITY_DN2901_c0_g1_i1 len=254 path=[0:0-111 2:112-196 4:197-253]	254	0.5682152509689331	0.15387214107949235
TRINITY_DN32276_c0_g1_i1 len=511 path=[0:0-510]	511	0.8526977896690369	0.038448512671922334
TRINITY_DN22705_c0_g2_i1 len=586 path=[0:0-356 1:357-585]	586	0.3453350067138672	0.22765244877608234
TRINITY_DN13675_c0_g1_i1 len=286 path=[0:0-285]	286	0.4825425446033478	0.21954989245616605
TRINITY_DN5566_c0_g1_i38 len=518 path=[0:0-65 14:66-132 15:133-376 17:377-454 18:455-456 19:457-517]	518	0.06551516801118851	0.4655967186588647
TRINITY_DN25106_c0_g1_i2 len=286 path=[1:0-55 2:56-285]	286	0.5497950911521912	0.16582865057825924
TRINITY_DN2075_c0_g1_i3 len=491 path=[0:0-64 3:65-65 6:66-67 14:68-109 15:110-133 17:134-134 18:135-178 19:179-490]	491	0.1836656928062439	0.3523301167876629
TRINITY_DN24632_c0_g1_i1 len=397 path=[0:0-396]	397	0.623906672000885	0.08483451323443207
TRINITY_DN24677_c0_g1_i3 len=373 path=[1:0-151 2:152-212 3:213-224 4:225-247 5:248-372]	373	0.42479848861694336	0.19056342156288048
TRINITY_DN24677_c0_g1_i4 len=272 path=[1:0-151 2:152-212 6:213-271]	272	0.17674385011196136	0.5357343948829405
TRINITY_DN40692_c0_g1_i1 len=350 path=[0:0-349]	350	0.873703122138977	0.029484375704558776
TRINITY_DN41445_c0_g1_i1 len=211 path=[0:0-210]	211	0.6525651216506958	0.1076226619069605
TRINITY_DN31918_c0_g1_i1 len=203 path=[0:0-202]	203	0.3071720004081726	0.38332057071429376
TRINITY_DN10381_c0_g2_i1 len=1189 path=[0:0-220 1:221-247 3:248-295 5:296-385 6:386-1188]	1189	0.44574543833732605	0.08467406903844701
TRINITY_DN10381_c0_g2_i2 len=442 path=[0:0-220 1:221-247 3:248-295 5:296-385 7:386-441]	442	0.29788804054260254	0.2669939577039275
TRINITY_DN10407_c0_g1_i6 len=311 path=[1:0-60 2:61-61 4:62-245 5:246-248 7:249-310]	311	0.46982261538505554	0.16265162104883438
TRINITY_DN14347_c0_g1_i1 len=291 path=[0:0-56 2:57-290]	291	0.5296602249145508	0.17974741275436087
TRINITY_DN14347_c0_g1_i5 len=285 path=[1:0-50 2:51-284]	285	0.42714768648147583	0.2693353678449567
TRINITY_DN27010_c0_g1_i1 len=249 path=[0:0-248]	249	0.5109153985977173	0.1939279963063479
TRINITY_DN20734_c0_g1_i1 len=567 path=[0:0-42 1:43-349 2:350-566]	567	0.6834090948104858	0.0720239327174547
TRINITY_DN31446_c0_g1_i1 len=249 path=[0:0-248]	249	0.5155136585235596	0.19020056080449543
TRINITY_DN21414_c0_g1_i1 len=517 path=[0:0-55 1:56-399 3:400-516]	517	0.9754612445831299	0.013330448362151687
TRINITY_DN41921_c0_g1_i1 len=375 path=[0:0-374]	375	0.35329124331474304	0.23303986111737385
TRINITY_DN16005_c0_g1_i1 len=355 path=[0:0-354]	355	0.9678428769111633	0.011554763944627316
TRINITY_DN33793_c0_g1_i1 len=287 path=[0:0-286]	287	0.2807687819004059	0.4114621456965575
