name	len	score	pvalue
TRINITY_DN63_c0_g2_i6 len=2256 path=[0:0-262 2:263-689 3:690-1609 4:1610-1680 6:1681-1684 8:1685-1685 13:1686-1774 16:1775-2255]	2256	0.48816072940826416	0.0702469975073646
TRINITY_DN63_c0_g2_i12 len=2302 path=[0:0-262 1:263-695 3:696-1615 4:1616-1686 8:1687-1687 11:1688-1731 13:1732-1820 16:1821-2301]	2302	0.16743426024913788	0.15803686079008988
TRINITY_DN63_c0_g2_i10 len=2093 path=[0:0-262 1:263-695 3:696-1615 5:1616-1687 9:1688-1778 12:1779-1780 15:1781-2092]	2093	0.1444835662841797	0.16717652390663948
TRINITY_DN63_c0_g3_i1 len=2168 path=[0:0-639 1:640-1066 3:1067-1476 5:1477-2167]	2168	0.9027730226516724	0.017523982173880202
TRINITY_DN63_c0_g3_i6 len=3416 path=[0:0-639 2:640-1072 3:1073-1482 4:1483-1580 6:1581-3415]	3416	0.16609257459640503	0.15841453281969936
TRINITY_DN63_c0_g3_i4 len=2174 path=[0:0-639 2:640-1072 3:1073-1482 5:1483-2173]	2174	0.710968554019928	0.032234307727169724
TRINITY_DN63_c0_g3_i2 len=3410 path=[0:0-639 1:640-1066 3:1067-1476 4:1477-1574 6:1575-3409]	3410	0.24502794444561005	0.13360148047435608
TRINITY_DN63_c0_g4_i1 len=263 path=[0:0-262]	263	0.4807364344596863	0.2211461582639835
TRINITY_DN63_c0_g1_i2 len=1388 path=[0:0-1387]	1388	0.20591126382350922	0.14502605937004306
TRINITY_DN63_c1_g1_i1 len=1436 path=[0:0-913 1:914-1435]	1436	0.5079116225242615	0.0579537729435758
TRINITY_DN63_c1_g1_i2 len=1096 path=[0:0-913 2:914-1095]	1096	0.526792585849762	0.05304403655865247
TRINITY_DN63_c2_g1_i1 len=434 path=[0:0-433]	434	0.5937930941581726	0.09420796320512242
TRINITY_DN63_c3_g1_i2 len=3085 path=[0:0-1663 1:1664-1737 2:1738-3084]	3085	0.8957659602165222	0.01803383941385301
TRINITY_DN63_c3_g1_i1 len=3011 path=[0:0-1663 2:1664-3010]	3011	0.8620070815086365	0.020715310824080367
TRINITY_DN63_c4_g1_i1 len=641 path=[0:0-640]	641	0.7119201421737671	0.06577734294154171
TRINITY_DN63_c4_g2_i1 len=223 path=[0:0-222]	223	0.46783247590065	0.23284929223770004
TRINITY_DN63_c5_g1_i5 len=891 path=[2:0-89 4:90-119 6:120-308 8:309-405 12:406-658 13:659-659 14:660-677 15:678-726 16:727-890]	891	0.6618791818618774	0.07696287794690398
TRINITY_DN63_c5_g1_i15 len=383 path=[0:0-42 4:43-72 6:73-261 9:262-262 10:263-382]	383	0.4191586375236511	0.19396221310366596
TRINITY_DN63_c5_g1_i17 len=891 path=[2:0-89 4:90-119 6:120-308 9:309-309 11:310-405 12:406-658 13:659-659 14:660-677 15:678-726 16:727-890]	891	0.5051702260971069	0.13277766279704228
TRINITY_DN63_c5_g1_i7 len=523 path=[3:0-74 5:75-86 7:87-290 13:291-291 14:292-309 15:310-358 16:359-522]	523	0.22972770035266876	0.2950290692204933
TRINITY_DN63_c5_g1_i16 len=1521 path=[1:0-749 6:750-938 9:939-939 11:940-1035 12:1036-1288 13:1289-1289 14:1290-1307 15:1308-1356 16:1357-1520]	1521	0.07574091851711273	0.2073608278570889
TRINITY_DN63_c5_g1_i10 len=873 path=[2:0-89 4:90-119 6:120-308 9:309-309 11:310-405 12:406-658 13:659-659 15:660-708 16:709-872]	873	0.5539045929908752	0.10932472859320025
TRINITY_DN63_c5_g1_i1 len=511 path=[3:0-74 7:75-278 13:279-279 14:280-297 15:298-346 16:347-510]	511	0.22972770035266876	0.2950290692204933
TRINITY_DN63_c5_g1_i6 len=1453 path=[1:0-749 6:750-938 9:939-939 11:940-1035 12:1036-1288 13:1289-1289 15:1290-1338 17:1339-1452]	1453	0.10197523236274719	0.18838280836921217
TRINITY_DN63_c5_g1_i3 len=1503 path=[1:0-749 6:750-938 9:939-939 11:940-1035 12:1036-1288 13:1289-1289 15:1290-1338 16:1339-1502]	1503	0.07852694392204285	0.2049437268675882
TRINITY_DN63_c6_g1_i1 len=417 path=[0:0-416]	417	0.10703647881746292	0.43575551246787214
TRINITY_DN9_c0_g1_i1 len=724 path=[0:0-723]	724	0.598662793636322	0.09350128882951701
TRINITY_DN71_c0_g1_i8 len=4012 path=[0:0-320 3:321-1684 5:1685-1685 7:1686-2092 8:2093-2291 9:2292-2413 11:2414-3706 13:3707-4011]	4012	0.5668794512748718	0.04607598761235743
TRINITY_DN71_c0_g1_i1 len=2232 path=[2:0-266 8:267-465 10:466-588 11:589-1881 12:1882-2063 15:2064-2231]	2232	0.505536675453186	0.05882241861167762
TRINITY_DN71_c0_g1_i9 len=3987 path=[0:0-320 3:321-1684 4:1685-3986]	3987	0.715526819229126	0.031781101291638345
TRINITY_DN71_c0_g1_i12 len=3882 path=[1:0-145 3:146-1509 5:1510-1510 7:1511-1917 8:1918-2116 9:2117-2238 11:2239-3531 12:3532-3713 15:3714-3881]	3882	0.4973543882369995	0.06537502832540222
TRINITY_DN71_c0_g1_i3 len=3883 path=[1:0-145 3:146-1509 5:1510-1510 7:1511-1917 8:1918-2116 10:2117-2239 11:2240-3532 12:3533-3714 15:3715-3882]	3883	0.5820015072822571	0.04431981267467331
TRINITY_DN71_c0_g1_i17 len=3812 path=[1:0-145 3:146-1509 4:1510-3811]	3812	0.7666738033294678	0.028042148198504417
TRINITY_DN71_c0_g1_i4 len=2250 path=[2:0-266 8:267-465 10:466-588 11:589-1881 12:1882-2063 14:2064-2081 15:2082-2249]	2250	0.5299458503723145	0.05249641211571871
TRINITY_DN71_c0_g1_i16 len=1803 path=[0:0-320 3:321-1684 5:1685-1685 6:1686-1802]	1803	0.5963596105575562	0.04279024095475489
TRINITY_DN71_c0_g1_i2 len=4057 path=[0:0-320 3:321-1684 5:1685-1685 7:1686-2092 8:2093-2291 9:2292-2413 11:2414-3706 12:3707-3888 15:3889-4056]	4057	0.47899019718170166	0.07434473902862754
TRINITY_DN71_c0_g1_i13 len=3837 path=[1:0-145 3:146-1509 5:1510-1510 7:1511-1917 8:1918-2116 9:2117-2238 11:2239-3531 13:3532-3836]	3837	0.6051010489463806	0.041713875670367856
TRINITY_DN71_c0_g1_i6 len=1628 path=[1:0-145 3:146-1509 5:1510-1510 6:1511-1627]	1628	0.6246391534805298	0.03971221391343757
TRINITY_DN71_c0_g2_i1 len=1461 path=[0:0-566 2:567-770 3:771-1083 5:1084-1351 9:1352-1403 11:1404-1460]	1461	0.1497415453195572	0.16474053931565827
TRINITY_DN71_c0_g2_i3 len=1743 path=[0:0-566 1:567-670 3:671-983 4:984-1070 7:1071-1328 8:1329-1577 9:1578-1629 10:1630-1742]	1743	0.46182724833488464	0.08048190950978171
TRINITY_DN71_c0_g2_i2 len=1713 path=[0:0-566 1:567-670 3:671-983 4:984-1070 6:1071-1298 8:1299-1547 9:1548-1599 10:1600-1712]	1713	0.1766759753227234	0.1549966009517335
TRINITY_DN71_c0_g3_i1 len=1047 path=[0:0-1046]	1047	0.19029374420642853	0.15012463176977114
TRINITY_DN65_c0_g1_i9 len=1090 path=[3:0-41 10:42-50 11:51-56 15:57-91 16:92-112 23:113-290 24:291-313 25:314-385 26:386-454 29:455-465 33:466-634 35:635-638 37:639-1089]	1090	2.4391656552325003e-06	0.8404146838885113
TRINITY_DN65_c0_g1_i34 len=345 path=[6:0-77 29:78-88 30:89-102 31:103-124 33:125-293 34:294-294 36:295-344]	345	0.012168800458312035	0.6753054966857555
TRINITY_DN65_c0_g1_i1 len=892 path=[0:0-707 8:708-777 9:778-806 10:807-815 11:816-821 12:822-823 13:824-891]	892	0.5076965093612671	0.13104668008805434
TRINITY_DN65_c0_g1_i35 len=570 path=[5:0-26 11:27-32 15:33-67 16:68-88 17:89-94 19:95-103 20:104-127 22:128-142 23:143-320 24:321-343 25:344-415 26:416-484 29:485-495 30:496-509 32:510-569]	570	0.00012216309551149607	0.9074676851869273
TRINITY_DN65_c0_g1_i20 len=299 path=[7:0-0 9:1-29 10:30-38 11:39-44 15:45-79 16:80-100 17:101-106 18:107-211 20:212-235 21:236-298]	299	0.9786458015441895	0.0041384669091564285
TRINITY_DN65_c0_g1_i8 len=1084 path=[4:0-31 16:32-52 17:53-58 19:59-67 20:68-91 22:92-106 23:107-284 24:285-307 25:308-379 26:380-448 29:449-459 33:460-628 35:629-632 37:633-1083]	1084	5.709420292987488e-06	0.8061409472014502
TRINITY_DN65_c0_g1_i15 len=348 path=[6:0-77 29:78-88 30:89-102 31:103-124 33:125-293 35:294-297 36:298-347]	348	0.0033427546732127666	0.7655397483879696
TRINITY_DN65_c0_g1_i30 len=540 path=[3:0-41 10:42-50 11:51-56 15:57-91 16:92-112 23:113-290 24:291-313 25:314-385 26:386-454 29:455-465 30:466-479 32:480-539]	540	3.455951082287356e-05	0.9381455906978494
TRINITY_DN65_c0_g1_i14 len=534 path=[4:0-31 16:32-52 17:53-58 19:59-67 20:68-91 22:92-106 23:107-284 24:285-307 25:308-379 26:380-448 29:449-459 30:460-473 32:474-533]	534	0.00013447193487081677	0.9045419481081488
TRINITY_DN65_c0_g1_i27 len=895 path=[2:0-95 24:96-118 25:119-190 26:191-259 29:260-270 33:271-439 35:440-443 37:444-894]	895	0.035605866461992264	0.5377429490677152
TRINITY_DN65_c0_g1_i31 len=1048 path=[5:0-26 11:27-32 15:33-67 16:68-88 17:89-94 19:95-103 20:104-127 22:128-142 23:143-320 24:321-343 26:344-412 29:413-423 33:424-592 35:593-596 37:597-1047]	1048	5.741047743867966e-07	0.8883034972429942
TRINITY_DN65_c0_g1_i33 len=823 path=[0:0-707 7:708-708 9:709-737 10:738-746 11:747-752 12:753-754 13:755-822]	823	0.520071268081665	0.12407571167848877
TRINITY_DN65_c0_g1_i7 len=506 path=[3:0-41 10:42-50 11:51-56 15:57-91 16:92-112 17:113-118 19:119-127 20:128-151 22:152-166 23:167-344 24:345-367 26:368-436 27:437-437 28:438-472 29:473-483 31:484-505]	506	0.00014058432134333998	0.9033095636794671
TRINITY_DN65_c0_g1_i23 len=1067 path=[0:0-707 7:708-708 9:709-737 10:738-746 11:747-752 12:753-754 14:755-812 15:813-847 16:848-868 17:869-874 18:875-979 20:980-1003 21:1004-1066]	1067	0.010731441900134087	0.33854520734194427
TRINITY_DN65_c0_g1_i26 len=749 path=[6:0-77 29:78-88 30:89-102 31:103-124 33:125-293 35:294-297 37:298-748]	749	0.011322594247758389	0.6542832414532729
TRINITY_DN65_c0_g1_i6 len=1120 path=[5:0-26 11:27-32 15:33-67 16:68-88 17:89-94 19:95-103 20:104-127 22:128-142 23:143-320 24:321-343 25:344-415 26:416-484 29:485-495 33:496-664 35:665-668 37:669-1119]	1120	7.051960437820526e-07	0.8815242843115039
TRINITY_DN65_c0_g1_i28 len=491 path=[1:0-70 28:71-105 29:106-116 30:117-130 31:131-152 32:153-212 33:213-381 35:382-385 38:386-490]	491	0.009501488879323006	0.694999323623574
TRINITY_DN65_c0_g2_i2 len=2361 path=[0:0-494 2:495-2360]	2361	0.04025455191731453	0.2491124707304177
TRINITY_DN65_c0_g2_i1 len=2391 path=[0:0-494 1:495-524 2:525-2390]	2391	0.05857041850686073	0.22458267240728153
TRINITY_DN82_c0_g1_i1 len=1098 path=[0:0-995 2:996-1097]	1098	0.49164605140686035	0.06849082256968049
TRINITY_DN82_c0_g1_i2 len=1307 path=[0:0-995 1:996-1306]	1307	0.25292378664016724	0.1315242843115039
TRINITY_DN99_c0_g1_i3 len=2507 path=[0:0-244 2:245-248 3:249-2506]	2507	0.048800356686115265	0.2360827857088904
TRINITY_DN99_c0_g1_i2 len=491 path=[1:0-236 2:237-240 4:241-255 5:256-258 6:259-490]	491	0.23614250123500824	0.3094083960860351
TRINITY_DN99_c0_g1_i1 len=496 path=[0:0-244 2:245-248 4:249-263 6:264-495]	496	0.21852363646030426	0.3231782928259007
TRINITY_DN99_c0_g1_i4 len=2499 path=[1:0-236 2:237-240 3:241-2498]	2499	0.09496541321277618	0.19266938590527985
TRINITY_DN22_c0_g1_i1 len=575 path=[0:0-574]	575	0.2445334643125534	0.2852358463940996
TRINITY_DN76_c0_g1_i3 len=1220 path=[0:0-362 2:363-495 3:496-928 4:929-930 6:931-1219]	1220	0.8053632974624634	0.024850819548304252
TRINITY_DN76_c0_g1_i2 len=1076 path=[0:0-362 1:363-495 3:496-928 4:929-930 7:931-1075]	1076	0.8651447296142578	0.020469824004834204
TRINITY_DN76_c0_g1_i4 len=1076 path=[0:0-362 2:363-495 3:496-928 4:929-930 7:931-1075]	1076	0.9366939067840576	0.014974695974016164
TRINITY_DN76_c0_g1_i1 len=1105 path=[0:0-362 2:363-495 3:496-928 5:929-1104]	1105	0.8911413550376892	0.01837374424050155
TRINITY_DN17_c0_g1_i1 len=3064 path=[0:0-580 2:581-1105 3:1106-1106 4:1107-1154 5:1155-1341 6:1342-3063]	3064	0.0574733130633831	0.2256401540901881
TRINITY_DN17_c0_g1_i3 len=2829 path=[0:0-580 2:581-1105 3:1106-1106 6:1107-2828]	2829	0.06757467240095139	0.214649898028552
TRINITY_DN17_c0_g1_i6 len=3142 path=[0:0-580 1:581-707 2:708-1232 5:1233-1419 6:1420-3141]	3142	0.10772565752267838	0.1851348289145706
TRINITY_DN17_c0_g1_i4 len=3015 path=[0:0-580 2:581-1105 5:1106-1292 6:1293-3014]	3015	0.050992585718631744	0.23311806027645593
TRINITY_DN87_c0_g1_i1 len=1073 path=[0:0-1072]	1073	0.5740261673927307	0.04515069113981419
TRINITY_DN84_c0_g1_i1 len=250 path=[0:0-249]	250	0.47330617904663086	0.2279704057386741
TRINITY_DN84_c0_g2_i2 len=3585 path=[1:0-2633 2:2634-3584]	3585	0.48710882663726807	0.07066243673993504
TRINITY_DN84_c0_g2_i1 len=1205 path=[0:0-253 2:254-1204]	1205	0.5872968435287476	0.04371553742729813
TRINITY_DN8_c0_g1_i1 len=1333 path=[0:0-194 3:195-1088 4:1089-1332]	1333	0.42911797761917114	0.08928166779968276
TRINITY_DN8_c0_g1_i7 len=2627 path=[1:0-115 3:116-1009 5:1010-1059 6:1060-1142 7:1143-1243 8:1244-2626]	2627	0.13608424365520477	0.17131203263086336
TRINITY_DN8_c0_g1_i4 len=2623 path=[0:0-194 3:195-1088 5:1089-1138 7:1139-1239 8:1240-2622]	2623	0.1508559286594391	0.16423068207568547
TRINITY_DN8_c0_g1_i6 len=1254 path=[1:0-115 3:116-1009 4:1010-1253]	1254	0.19831524789333344	0.14731097514918046
TRINITY_DN8_c0_g1_i5 len=1514 path=[2:0-130 8:131-1513]	1514	0.14942702651023865	0.1648160737215802
TRINITY_DN8_c0_g1_i3 len=2544 path=[1:0-115 3:116-1009 5:1010-1059 7:1060-1160 8:1161-2543]	2544	0.16611838340759277	0.1583956492182189
TRINITY_DN8_c0_g1_i2 len=2706 path=[0:0-194 3:195-1088 5:1089-1138 6:1139-1221 7:1222-1322 8:1323-2705]	2706	0.09808743000030518	0.19068660774983004
TRINITY_DN40_c0_g1_i1 len=2467 path=[0:0-1543 2:1544-2466]	2467	0.5900659561157227	0.043507817811012914
TRINITY_DN40_c0_g1_i2 len=1694 path=[0:0-1543 1:1544-1693]	1694	0.7161977887153625	0.031724450487196916
TRINITY_DN54_c0_g1_i1 len=2323 path=[0:0-2322]	2323	0.867516040802002	0.020280987990029458
TRINITY_DN54_c0_g2_i1 len=2323 path=[0:0-2322]	2323	0.867516040802002	0.020280987990029458
TRINITY_DN89_c0_g1_i20 len=8486 path=[1:0-118 3:119-187 4:188-1526 6:1527-2916 7:2917-3667 9:3668-3831 11:3832-3853 13:3854-3854 14:3855-3917 16:3918-3978 17:3979-4739 19:4740-4798 21:4799-5735 22:5736-5761 23:5762-6735 25:6736-6803 26:6804-6960 27:6961-6980 29:6981-8485]	8486	0.8580138683319092	0.02094191404184606
TRINITY_DN89_c0_g1_i15 len=2011 path=[1:0-118 3:119-187 7:188-938 9:939-1102 11:1103-1124 13:1125-1125 14:1126-1188 16:1189-1249 17:1250-2010]	2011	0.5094788074493408	0.05736838129768109
TRINITY_DN89_c0_g1_i21 len=5778 path=[1:0-118 3:119-187 4:188-1526 6:1527-2916 7:2917-3667 9:3668-3831 10:3832-3854 14:3855-3917 15:3918-3978 17:3979-4739 18:4740-4741 19:4742-4800 20:4801-4814 21:4815-5751 22:5752-5777]	5778	0.8713492155075073	0.020016617569302817
TRINITY_DN89_c0_g1_i1 len=6910 path=[1:0-118 2:119-119 3:120-188 4:189-1527 6:1528-2917 7:2918-3668 9:3669-3832 11:3833-3854 13:3855-3855 14:3856-3918 16:3919-3979 17:3980-4740 18:4741-4742 19:4743-4801 20:4802-4815 21:4816-5752 22:5753-5778 23:5779-6752 26:6753-6909]	6910	0.7690648436546326	0.027909962988141097
TRINITY_DN89_c0_g1_i8 len=2317 path=[0:0-240 22:241-266 24:267-811 29:812-2316]	2317	0.7695164680480957	0.027853312183699675
TRINITY_DN89_c0_g1_i19 len=2083 path=[1:0-118 3:119-187 7:188-938 9:939-1102 10:1103-1125 12:1126-1196 13:1197-1197 14:1198-1260 15:1261-1321 17:1322-2082]	2083	0.6092231273651123	0.04129843643779742
TRINITY_DN89_c0_g1_i17 len=6893 path=[1:0-118 3:119-187 4:188-1526 6:1527-2916 7:2917-3667 9:3668-3831 10:3832-3854 14:3855-3917 15:3918-3978 17:3979-4739 19:4740-4798 21:4799-5735 22:5736-5761 23:5762-6735 26:6736-6892]	6893	0.7552411556243896	0.028967444671047664
TRINITY_DN89_c0_g1_i6 len=6993 path=[1:0-118 3:119-187 4:188-1526 6:1527-2916 7:2917-3667 9:3668-3831 11:3832-3853 13:3854-3854 14:3855-3917 16:3918-3978 17:3979-4739 19:4740-4798 21:4799-5735 22:5736-5761 23:5762-6735 26:6736-6892 28:6893-6992]	6993	0.7552002668380737	0.028967444671047664
TRINITY_DN89_c0_g1_i5 len=8418 path=[1:0-118 3:119-187 4:188-1526 6:1527-2916 7:2917-3667 9:3668-3831 11:3832-3853 13:3854-3854 14:3855-3917 16:3918-3978 17:3979-4739 19:4740-4798 21:4799-5735 22:5736-5761 23:5762-6735 26:6736-6892 27:6893-6912 29:6913-8417]	8418	0.8366905450820923	0.022528136566205906
TRINITY_DN89_c0_g1_i16 len=5763 path=[1:0-118 3:119-187 4:188-1526 5:1527-1527 6:1528-2917 7:2918-3668 9:3669-3832 10:3833-3855 14:3856-3918 15:3919-3979 17:3980-4740 19:4741-4799 21:4800-5736 22:5737-5762]	5763	0.871025562286377	0.020054384772263765
TRINITY_DN89_c0_g1_i10 len=1017 path=[1:0-118 3:119-187 7:188-938 8:939-1016]	1017	0.5035858154296875	0.05965329707681849
TRINITY_DN1_c0_g1_i2 len=2840 path=[0:0-110 4:111-2839]	2840	0.7246729731559753	0.031063524435380317
TRINITY_DN1_c0_g1_i3 len=7499 path=[1:0-2792 3:2793-4769 4:4770-7498]	7499	0.6378475427627563	0.03829594380240199
TRINITY_DN1_c0_g1_i1 len=7516 path=[1:0-2792 2:2793-2809 3:2810-4786 4:4787-7515]	7516	0.6252329349517822	0.039636679507515676
TRINITY_DN59_c0_g1_i1 len=1642 path=[0:0-1641]	1642	0.3012063801288605	0.11889115492106654
TRINITY_DN78_c0_g1_i1 len=1900 path=[0:0-1899]	1900	0.9985948801040649	0.004173275927184833
TRINITY_DN78_c0_g2_i3 len=1072 path=[0:0-855 3:856-1071]	1072	0.7671879529953003	0.028042148198504417
TRINITY_DN78_c0_g2_i1 len=281 path=[1:0-64 3:65-280]	281	0.5460619926452637	0.168252609767908
TRINITY_DN78_c0_g2_i2 len=1098 path=[0:0-855 2:856-1097]	1098	0.8915109634399414	0.018354860639021073
TRINITY_DN77_c0_g1_i4 len=1350 path=[1:0-98 2:99-103 3:104-840 4:841-894 5:895-1041 6:1042-1349]	1350	0.39681047201156616	0.09740161643628673
TRINITY_DN77_c0_g1_i2 len=359 path=[0:0-45 2:46-50 6:51-358]	359	0.17179852724075317	0.36307886549127477
TRINITY_DN77_c0_g1_i3 len=1297 path=[0:0-45 2:46-50 3:51-787 4:788-841 5:842-988 6:989-1296]	1297	0.33133766055107117	0.11220635999697863
TRINITY_DN77_c0_g1_i1 len=1243 path=[0:0-45 2:46-50 3:51-787 5:788-934 6:935-1242]	1243	0.33133766055107117	0.11220635999697863
TRINITY_DN77_c0_g1_i5 len=1296 path=[1:0-98 2:99-103 3:104-840 5:841-987 6:988-1295]	1296	0.3968104124069214	0.09740161643628673
TRINITY_DN19_c0_g1_i1 len=1162 path=[0:0-1161]	1162	0.0960782915353775	0.19200845985346326
TRINITY_DN74_c0_g1_i1 len=550 path=[0:0-549]	550	0.9262819290161133	0.024920506500592673
TRINITY_DN98_c0_g1_i2 len=4575 path=[0:0-158 7:159-159 8:160-4574]	4575	0.42971736192703247	0.08914948258931943
TRINITY_DN98_c0_g1_i3 len=4631 path=[2:0-212 4:213-213 5:214-215 8:216-4630]	4631	0.3618561029434204	0.10533272905808595
TRINITY_DN98_c0_g1_i5 len=4791 path=[3:0-372 4:373-373 5:374-375 8:376-4790]	4791	0.4674651324748993	0.07842359694841
TRINITY_DN98_c0_g1_i1 len=4536 path=[1:0-118 5:119-120 8:121-4535]	4536	0.37929219007492065	0.10170707757383488
